Breviolum98143	K19755
Breviolum306754	K10773
Breviolum265994	K01814
Breviolum305906	K25546
Breviolum24947	K02978
Breviolum68925	K02936
Breviolum77312	K03234
Breviolum95948	K00928
Breviolum68525	K03695
Breviolum226521	K00058
Breviolum9243	K06133
Breviolum90847	K13210
Breviolum81552	K10664
Breviolum352140	K13611
Breviolum34542	K06180
Breviolum347712	K10380
Breviolum94869	K07561
Breviolum68420	K07146
Breviolum229929	K20793
Breviolum347966	K09941
Breviolum349942	K01382
Breviolum344532	K15502
Breviolum81677	K24940
Breviolum388146	K17943
Breviolum69180	K04855
Breviolum348763	K15423
Breviolum69874	K01598
Breviolum43890	K03768
Breviolum70198	K08855
Breviolum284933	K07304
Breviolum70821	K19329
Breviolum226182	K02699
Breviolum25304	K07466
Breviolum206760	K11136
Breviolum229003	K04950
Breviolum98401	K08596
Breviolum70768	K13412
Breviolum213978	K02258
Breviolum305399	K00645
Breviolum393488	K00620
Breviolum69218	K11839
Breviolum57339	K17972
Breviolum70666	K15259
Breviolum271545	K01805
Breviolum8673	K01613
Breviolum81952	K08137
Breviolum41696	K25587
Breviolum94716	K11836
Breviolum388322	K01438
Breviolum6932	K01176
Breviolum87936	K20242
Breviolum264621	K13148
Breviolum50759	K07375
Breviolum90894	K01008
Breviolum316958	K22763
Breviolum283520	K25186
Breviolum90799	K05849
Breviolum384852	K02896
Breviolum27687	K08069
Breviolum72109	K22746
Breviolum51073	K12741
Breviolum410282	K13107
Breviolum229718	K04982
Breviolum18884	K03686
Breviolum384881	K15104
Breviolum62465	K01363
Breviolum343292	K00224
Breviolum88460	K11977
Breviolum385461	K01114
Breviolum305599	K03281
Breviolum356772	K12430
Breviolum70839	K04885
Breviolum48681	K01135
Breviolum21940	K14803
Breviolum69446	K01076
Breviolum17382	K09874
Breviolum265810	K10666
Breviolum7274	K08900
Breviolum237188	K00845
Breviolum225916	K02112
Breviolum63750	K00545
Breviolum318873	K22071
Breviolum223112	K00031
Breviolum304848	K03841
Breviolum264796	K02183
Breviolum68896	K15258
Breviolum70523	K18561
Breviolum389383	K24242
Breviolum384925	K24229
Breviolum271239	K01738
Breviolum50855	K04371
Breviolum232501	K02090
Breviolum174684	K10407
Breviolum277576	K03259
Breviolum284764	K00147
Breviolum89402	K03854
Breviolum304457	K07783
Breviolum264023	K24512
Breviolum39306	K22073
Breviolum42830	K11251
Breviolum51173	K20196
Breviolum342986	K10380
Breviolum309976	K08956
Breviolum68469	K03083
Breviolum270608	K10355
Breviolum222352	K13339
Breviolum265650	K01408
Breviolum351273	K00558
Breviolum95776	K03686
Breviolum347759	K10380
Breviolum98916	K04794
Breviolum67640	K19329
Breviolum7692	K11481
Breviolum62438	K13412
Breviolum386374	K19002
Breviolum62133	K02864
Breviolum84951	K04371
Breviolum308635	K00326
Breviolum61869	K04371
Breviolum272660	K11253
Breviolum385854	K03102
Breviolum55224	K10392
Breviolum69307	K24997
Breviolum8921	K10615
Breviolum176771	K07375
Breviolum74771	K01188
Breviolum50983	K05000
Breviolum69846	K02471
Breviolum68874	K00974
Breviolum264975	K22684
Breviolum395415	K01626
Breviolum87766	K06969
Breviolum68742	K21804
Breviolum70473	K08869
Breviolum48733	K20606
Breviolum88291	K01188
Breviolum69348	K12818
Breviolum350767	K05681
Breviolum9163	K20101
Breviolum264551	K06130
Breviolum85764	K04842
Breviolum5346	K02917
Breviolum62097	K24485
Breviolum228419	K15665
Breviolum353142	K00387
Breviolum92405	K00850
Breviolum394525	K09839
Breviolum2967	K07893
Breviolum78443	K01934
Breviolum270287	K02357
Breviolum54061	K12400
Breviolum206931	K25378
Breviolum195136	K13412
Breviolum231621	K25547
Breviolum17888	K15889
Breviolum70891	K13412
Breviolum383542	K03327
Breviolum75370	K00898
Breviolum289555	K03257
Breviolum209887	K12891
Breviolum235315	K01897
Breviolum305783	K10756
Breviolum391313	K00545
Breviolum182455	K21440
Breviolum8712	K15272
Breviolum31814	K02880
Breviolum58567	K09540
Breviolum304153	K01872
Breviolum50574	K10380
Breviolum55714	K06515
Breviolum190393	K24468
Breviolum354074	K25611
Breviolum193944	K09518
Breviolum99314	K21440
Breviolum383834	K06180
Breviolum78495	K00472
Breviolum70710	K11416
Breviolum323040	K12946
Breviolum58787	K25656
Breviolum202494	K21440
Breviolum278931	K06184
Breviolum177506	K02147
Breviolum386771	K16634
Breviolum308531	K11253
Breviolum74566	K07300
Breviolum19204	K05609
Breviolum386024	K03686
Breviolum59723	K13750
Breviolum242292	K08738
Breviolum311095	K11252
Breviolum179759	K09516
Breviolum28862	K05692
Breviolum91526	K04043
Breviolum270952	K14855
Breviolum307668	K15111
Breviolum60701	K24831
Breviolum181558	K02637
Breviolum183039	K02433
Breviolum169171	K01250
Breviolum264067	K11997
Breviolum30964	K12410
Breviolum397101	K10799
Breviolum227052	K00213
Breviolum1687	K10418
Breviolum51270	K12132
Breviolum67483	K01527
Breviolum33536	K05531
Breviolum58350	K00837
Breviolum226428	K15272
Breviolum355215	K09496
Breviolum7359	K10408
Breviolum18937	K08826
Breviolum268603	K14213
Breviolum53653	K17839
Breviolum17293	K00029
Breviolum33366	K03574
Breviolum290512	K03686
Breviolum32776	K10523
Breviolum39870	K07874
Breviolum74755	K05389
Breviolum5362	K08991
Breviolum209074	K10260
Breviolum190431	K10799
Breviolum2345	K03671
Breviolum405538	K09568
Breviolum3042	K17362
Breviolum389034	K11129
Breviolum273659	K13091
Breviolum31763	K05970
Breviolum88989	K04851
Breviolum348948	K15259
Breviolum175701	K02115
Breviolum33356	K14209
Breviolum63552	K10595
Breviolum60955	K00556
Breviolum69849	K16483
Breviolum22131	K08770
Breviolum386521	K10407
Breviolum271191	K02641
Breviolum62628	K12132
Breviolum46823	K01802
Breviolum348307	K01803
Breviolum19588	K13210
Breviolum47548	K17508
Breviolum229277	K13412
Breviolum51752	K01834
Breviolum55210	K18272
Breviolum307285	K08568
Breviolum89924	K13614
Breviolum28506	K07901
Breviolum83754	K06413
Breviolum32396	K01379
Breviolum70985	K14588
Breviolum50525	K01796
Breviolum48727	K03661
Breviolum272895	K15335
Breviolum69158	K03372
Breviolum164669	K24437
Breviolum190889	K07456
Breviolum50931	K00031
Breviolum48886	K03217
Breviolum27924	K13442
Breviolum59231	K07466
Breviolum49037	K10669
Breviolum93799	K06072
Breviolum231517	K15865
Breviolum234030	K02957
Breviolum50731	K03686
Breviolum408539	K01835
Breviolum58635	K07146
Breviolum252933	K09503
Breviolum398805	K21806
Breviolum62526	K08582
Breviolum67250	K01322
Breviolum90139	K14765
Breviolum314052	K09578
Breviolum303296	K01768
Breviolum97489	K01006
Breviolum228574	K13346
Breviolum62759	K00002
Breviolum65804	K25441
Breviolum360574	K00600
Breviolum227135	K05665
Breviolum16968	K10799
Breviolum24884	K01897
Breviolum88726	K06627
Breviolum304676	K15125
Breviolum346005	K00710
Breviolum307252	K11168
Breviolum189498	K07375
Breviolum264397	K03102
Breviolum207578	K11187
Breviolum304218	K15377
Breviolum56168	K25866
Breviolum70077	K21862
Breviolum95749	K24523
Breviolum307546	K08582
Breviolum302696	K04875
Breviolum60220	K00274
Breviolum95341	K08175
Breviolum264671	K01067
Breviolum27928	K01880
Breviolum36060	K09512
Breviolum203981	K24224
Breviolum232330	K13412
Breviolum90559	K15261
Breviolum308185	K15697
Breviolum40065	K10251
Breviolum85484	K00710
Breviolum234203	K10380
Breviolum383742	K03762
Breviolum228088	K01869
Breviolum96102	K04955
Breviolum192592	K00463
Breviolum47047	K03453
Breviolum306673	K03163
Breviolum71156	K19360
Breviolum22259	K10669
Breviolum8628	K25442
Breviolum19119	K25166
Breviolum31913	K10615
Breviolum43922	K06180
Breviolum32471	K10408
Breviolum390034	K02115
Breviolum88493	K02350
Breviolum229125	K10420
Breviolum98177	K12625
Breviolum182145	K21418
Breviolum305162	K01488
Breviolum32189	K06158
Breviolum68545	K10277
Breviolum19285	K07507
Breviolum233004	K07376
Breviolum291851	K13023
Breviolum382827	K01624
Breviolum235359	K01802
Breviolum314417	K02183
Breviolum40239	K08341
Breviolum308904	K15109
Breviolum304431	K14794
Breviolum364312	K10457
Breviolum82609	K20405
Breviolum43548	K03762
Breviolum259680	K02918
Breviolum90444	K10380
Breviolum39882	K05906
Breviolum229487	K03596
Breviolum302733	K17943
Breviolum228933	K12442
Breviolum28061	K01866
Breviolum239719	K10380
Breviolum307685	K02915
Breviolum93654	K02528
Breviolum166613	K04958
Breviolum304826	K01469
Breviolum82591	K08866
Breviolum50942	K11068
Breviolum375284	K13412
Breviolum267565	K07407
Breviolum41111	K15259
Breviolum70535	K24728
Breviolum265156	K00508
Breviolum5135	K03233
Breviolum92289	K03544
Breviolum31779	K00078
Breviolum170910	K12479
Breviolum68247	K03686
Breviolum32427	K05864
Breviolum78481	K01624
Breviolum172165	K10396
Breviolum59704	K00586
Breviolum78310	K02295
Breviolum394355	K12626
Breviolum307405	K22614
Breviolum31624	K10380
Breviolum392469	K18798
Breviolum7534	K02216
Breviolum52539	K06269
Breviolum207101	K00472
Breviolum77477	K17728
Breviolum390579	K15664
Breviolum83710	K08850
Breviolum95065	K02953
Breviolum82199	K12492
Breviolum307919	K12035
Breviolum394539	K02256
Breviolum74502	K04799
Breviolum372719	K01952
Breviolum9409	K07305
Breviolum54549	K13525
Breviolum9022	K14376
Breviolum69686	K01744
Breviolum27296	K10843
Breviolum62900	K12403
Breviolum97267	K05110
Breviolum395672	K06234
Breviolum94361	K03671
Breviolum302869	K13412
Breviolum267420	K05857
Breviolum319858	K04382
Breviolum268794	K25897
Breviolum70929	K19760
Breviolum346513	K08597
Breviolum82448	K10455
Breviolum25866	K12823
Breviolum5579	K20899
Breviolum384725	K16726
Breviolum62509	K00116
Breviolum268338	K02953
Breviolum45479	K01770
Breviolum30808	K09567
Breviolum279771	K03007
Breviolum206841	K04459
Breviolum190775	K02183
Breviolum62381	K02945
Breviolum273016	K06215
Breviolum266108	K04043
Breviolum34584	K14846
Breviolum174849	K03869
Breviolum58072	K12492
Breviolum306407	K01365
Breviolum45505	K11172
Breviolum99750	K13207
Breviolum75545	K16465
Breviolum1836	K10808
Breviolum36453	K18757
Breviolum94793	K10798
Breviolum27328	K25166
Breviolum33291	K03063
Breviolum70833	K17361
Breviolum5904	K04982
Breviolum82015	K22763
Breviolum412515	K02981
Breviolum241574	K06941
Breviolum61219	K07806
Breviolum68772	K13412
Breviolum208196	K12447
Breviolum31736	K16862
Breviolum44421	K04515
Breviolum69562	K13412
Breviolum185198	K05756
Breviolum92895	K15112
Breviolum324987	K07300
Breviolum9258	K10907
Breviolum245419	K05692
Breviolum30300	K08281
Breviolum346905	K13984
Breviolum50955	K11816
Breviolum74711	K02016
Breviolum226254	K00771
Breviolum71155	K07514
Breviolum386174	K06180
Breviolum314079	K23739
Breviolum69211	K10444
Breviolum31850	K00026
Breviolum306201	K02870
Breviolum93434	K22038
Breviolum85830	K10325
Breviolum2215	K11187
Breviolum215186	K14165
Breviolum43466	K06148
Breviolum52172	K03845
Breviolum98781	K22763
Breviolum69692	K08829
Breviolum363117	K08776
Breviolum20643	K17686
Breviolum46655	K00012
Breviolum70558	K08582
Breviolum389134	K02717
Breviolum387340	K01054
Breviolum266064	K01667
Breviolum53658	K11417
Breviolum167028	K09640
Breviolum347503	K03267
Breviolum212102	K12160
Breviolum49377	K15654
Breviolum208485	K00227
Breviolum95106	K20718
Breviolum78457	K14338
Breviolum205932	K10393
Breviolum69141	K16368
Breviolum27890	K17339
Breviolum68608	K24070
Breviolum58797	K07767
Breviolum85034	K03325
Breviolum206402	K10844
Breviolum62004	K09874
Breviolum86142	K17943
Breviolum70662	K13614
Breviolum7193	K20346
Breviolum348816	K06970
Breviolum95049	K14645
Breviolum232654	K10411
Breviolum304199	K22900
Breviolum92820	K05389
Breviolum33282	K19525
Breviolum209605	K07893
Breviolum226406	K22833
Breviolum19240	K03514
Breviolum209057	K12860
Breviolum315882	K12182
Breviolum75524	K10325
Breviolum320750	K02953
Breviolum54104	K11717
Breviolum385645	K01082
Breviolum358740	K00067
Breviolum244599	K11417
Breviolum9519	K15289
Breviolum92484	K21440
Breviolum47414	K03236
Breviolum83474	K17103
Breviolum62614	K17491
Breviolum206244	K08857
Breviolum233222	K03013
Breviolum51191	K03929
Breviolum400415	K12823
Breviolum303161	K09667
Breviolum78341	K00254
Breviolum69262	K10256
Breviolum37306	K18079
Breviolum334356	K17285
Breviolum33774	K00130
Breviolum178951	K24740
Breviolum62677	K10590
Breviolum226553	K00641
Breviolum98448	K10380
Breviolum233043	K07305
Breviolum53546	K10380
Breviolum82006	K01178
Breviolum225900	K03235
Breviolum1828	K14803
Breviolum388459	K15377
Breviolum62650	K08292
Breviolum68399	K04460
Breviolum206962	K22763
Breviolum43125	K06180
Breviolum83349	K11252
Breviolum26444	K23801
Breviolum306953	K00874
Breviolum169401	K22614
Breviolum33214	K00111
Breviolum207297	K14026
Breviolum74590	K13420
Breviolum233089	K23424
Breviolum309672	K11969
Breviolum8973	K20892
Breviolum317206	K18010
Breviolum269925	K10277
Breviolum58565	K02183
Breviolum305597	K02206
Breviolum84089	K03676
Breviolum304134	K17535
Breviolum225647	K18055
Breviolum82381	K04905
Breviolum69325	K13412
Breviolum48572	K13412
Breviolum70559	K08798
Breviolum306894	K03250
Breviolum8944	K12483
Breviolum271137	K10168
Breviolum55157	K24483
Breviolum319385	K10601
Breviolum388686	K12391
Breviolum87712	K18763
Breviolum62999	K03215
Breviolum93543	K16602
Breviolum349663	K16329
Breviolum43899	K00799
Breviolum206561	K00101
Breviolum57228	K13179
Breviolum49668	K12175
Breviolum178018	K02168
Breviolum346434	K12132
Breviolum70992	K08796
Breviolum78251	K06173
Breviolum96164	K07297
Breviolum209125	K08727
Breviolum59250	K17681
Breviolum17674	K13412
Breviolum57989	K08794
Breviolum230318	K14652
Breviolum207763	K06180
Breviolum45538	K11426
Breviolum351945	K00306
Breviolum71184	K16608
Breviolum41870	K06130
Breviolum242024	K02030
Breviolum95122	K14016
Breviolum350823	K06158
Breviolum229139	K20363
Breviolum36661	K14803
Breviolum75558	K01529
Breviolum94825	K01278
Breviolum85577	K08606
Breviolum182504	K17285
Breviolum230976	K11163
Breviolum183891	K03246
Breviolum17270	K02537
Breviolum201056	K21440
Breviolum69931	K07874
Breviolum78291	K15007
Breviolum178208	K22755
Breviolum324994	K00476
Breviolum74597	K14963
Breviolum302731	K03183
Breviolum35234	K19942
Breviolum88145	K12823
Breviolum62661	K10592
Breviolum94839	K06100
Breviolum74528	K13412
Breviolum17979	K12831
Breviolum70049	K07407
Breviolum345335	K13065
Breviolum232172	K01619
Breviolum63173	K15104
Breviolum47193	K25442
Breviolum70969	K17508
Breviolum210516	K09487
Breviolum347527	K15377
Breviolum350526	K11971
Breviolum343911	K12836
Breviolum2638	K03660
Breviolum62487	K01969
Breviolum304139	K01673
Breviolum53371	K18764
Breviolum50227	K11097
Breviolum68872	K17506
Breviolum384772	K04905
Breviolum228909	K12042
Breviolum179557	K14442
Breviolum202168	K13412
Breviolum89545	K04854
Breviolum50649	K23330
Breviolum48377	K06180
Breviolum71267	K14141
Breviolum387543	K15667
Breviolum72401	K10380
Breviolum50834	K23490
Breviolum70881	K10735
Breviolum3082	K14427
Breviolum33144	K00225
Breviolum58625	K10406
Breviolum90022	K13761
Breviolum268682	K19626
Breviolum58280	K11253
Breviolum74503	K19573
Breviolum95158	K22390
Breviolum229990	K01148
Breviolum266639	K04982
Breviolum70375	K00612
Breviolum207532	K00939
Breviolum266018	K04856
Breviolum180625	K06180
Breviolum233717	K05641
Breviolum165377	K17541
Breviolum74623	K19676
Breviolum53677	K04348
Breviolum74217	K22614
Breviolum68395	K04986
Breviolum265010	K25549
Breviolum69410	K01580
Breviolum410810	K02256
Breviolum30179	K04079
Breviolum232352	K08869
Breviolum92806	K01076
Breviolum53108	K00750
Breviolum352141	K15541
Breviolum31613	K00899
Breviolum219652	K03671
Breviolum177512	K16457
Breviolum179701	K02999
Breviolum165306	K03854
Breviolum273141	K10408
Breviolum229664	K03068
Breviolum72550	K14297
Breviolum53824	K18477
Breviolum228129	K10688
Breviolum181549	K17535
Breviolum389380	K09540
Breviolum270071	K00700
Breviolum31655	K04794
Breviolum97077	K00616
Breviolum168546	K02930
Breviolum174035	K10380
Breviolum302970	K25686
Breviolum55293	K14406
Breviolum93146	K00845
Breviolum19404	K11494
Breviolum92239	K01915
Breviolum51349	K24083
Breviolum351936	K08585
Breviolum269370	K03320
Breviolum7590	K24553
Breviolum266667	K00133
Breviolum384616	K04834
Breviolum306090	K04905
Breviolum167592	K00803
Breviolum81050	K10614
Breviolum307510	K13444
Breviolum58789	K07074
Breviolum30659	K01135
Breviolum305372	K15865
Breviolum91367	K22390
Breviolum266349	K06180
Breviolum95685	K06188
Breviolum386051	K05794
Breviolum89281	K02293
Breviolum205789	K13614
Breviolum81448	K08796
Breviolum62385	K19760
Breviolum32935	K05387
Breviolum71146	K18055
Breviolum62760	K00641
Breviolum85546	K04371
Breviolum280885	K07342
Breviolum33197	K14755
Breviolum89757	K19801
Breviolum270345	K01696
Breviolum90635	K25388
Breviolum184194	K12823
Breviolum45446	K01062
Breviolum48670	K01756
Breviolum74839	K10704
Breviolum49714	K08153
Breviolum82792	K00861
Breviolum186218	K14572
Breviolum303466	K15272
Breviolum67766	K25686
Breviolum58136	K00815
Breviolum387500	K02991
Breviolum57148	K06188
Breviolum35378	K06178
Breviolum396230	K14324
Breviolum315928	K06183
Breviolum225983	K14440
Breviolum59898	K04771
Breviolum69479	K02183
Breviolum68523	K12823
Breviolum58522	K10277
Breviolum356122	K04554
Breviolum78256	K13025
Breviolum309241	K16465
Breviolum356303	K14855
Breviolum306784	K23490
Breviolum179682	K20893
Breviolum99596	K19360
Breviolum227858	K03510
Breviolum395282	K01514
Breviolum69870	K11855
Breviolum81453	K02364
Breviolum95757	K10027
Breviolum68905	K21814
Breviolum33696	K12442
Breviolum86497	K15259
Breviolum54308	K14457
Breviolum95380	K04459
Breviolum92995	K16726
Breviolum98993	K00850
Breviolum82820	K20029
Breviolum86883	K07466
Breviolum69625	K08139
Breviolum207120	K10380
Breviolum19139	K10899
Breviolum269534	K07024
Breviolum345693	K23424
Breviolum69661	K03294
Breviolum92926	K04711
Breviolum87594	K03259
Breviolum62017	K12165
Breviolum5451	K09660
Breviolum302884	K04373
Breviolum78452	K16746
Breviolum230033	K08054
Breviolum81968	K00831
Breviolum57399	K08900
Breviolum179223	K07300
Breviolum346790	K00486
Breviolum81980	K13181
Breviolum336042	K00381
Breviolum27238	K05613
Breviolum70629	K04461
Breviolum268693	K05768
Breviolum75008	K14326
Breviolum94711	K01062
Breviolum69430	K08737
Breviolum50819	K00286
Breviolum405581	K02355
Breviolum19164	K08151
Breviolum219588	K02985
Breviolum31696	K15111
Breviolum203695	K13730
Breviolum69503	K01886
Breviolum209216	K10268
Breviolum267181	K08493
Breviolum383700	K14826
Breviolum164323	K04850
Breviolum198488	K12437
Breviolum225934	K15109
Breviolum194347	K24473
Breviolum303080	K10408
Breviolum167750	K22614
Breviolum44227	K22943
Breviolum98948	K00826
Breviolum72365	K16780
Breviolum264258	K17686
Breviolum306498	K03500
Breviolum194952	K10380
Breviolum226831	K05864
Breviolum58680	K12796
Breviolum393520	K24725
Breviolum42370	K13071
Breviolum271752	K19009
Breviolum98015	K06180
Breviolum226046	K05658
Breviolum291417	K12856
Breviolum306724	K07252
Breviolum383942	K09539
Breviolum348452	K07890
Breviolum72797	K02183
Breviolum387913	K15255
Breviolum62979	K16604
Breviolum99740	K01363
Breviolum171219	K10408
Breviolum74492	K07375
Breviolum54187	K17893
Breviolum207084	K10591
Breviolum51047	K10380
Breviolum286818	K10408
Breviolum325400	K02985
Breviolum3089	K05754
Breviolum268721	K04788
Breviolum228717	K08581
Breviolum92907	K21952
Breviolum272881	K14411
Breviolum98734	K07115
Breviolum205830	K02433
Breviolum276067	K00605
Breviolum63046	K20899
Breviolum278311	K02256
Breviolum237310	K14079
Breviolum311217	K07442
Breviolum276874	K02355
Breviolum59787	K08281
Breviolum232670	K00635
Breviolum57124	K25792
Breviolum325522	K12606
Breviolum278694	K08678
Breviolum86800	K10251
Breviolum59364	K10380
Breviolum6927	K07950
Breviolum96005	K16726
Breviolum264926	K01491
Breviolum28727	K12410
Breviolum69228	K00128
Breviolum344791	K01066
Breviolum92623	K01090
Breviolum230228	K17911
Breviolum47851	K06639
Breviolum235010	K10408
Breviolum170840	K19525
Breviolum32446	K10407
Breviolum49128	K12822
Breviolum28765	K23257
Breviolum35438	K25656
Breviolum63537	K06413
Breviolum383269	K01736
Breviolum226466	K07910
Breviolum389511	K11434
Breviolum18117	K09504
Breviolum195738	K00471
Breviolum74077	K04421
Breviolum6396	K13412
Breviolum94750	K19603
Breviolum345767	K24728
Breviolum346859	K13347
Breviolum349158	K05349
Breviolum235211	K01527
Breviolum71054	K00140
Breviolum50252	K02952
Breviolum243060	K15682
Breviolum42257	K03357
Breviolum58153	K09699
Breviolum63656	K20367
Breviolum50438	K00787
Breviolum43881	K02979
Breviolum47416	K08287
Breviolum402124	K13525
Breviolum36272	K17816
Breviolum254679	K04043
Breviolum265139	K01057
Breviolum186624	K00133
Breviolum53557	K23741
Breviolum68446	K03215
Breviolum95821	K04852
Breviolum265264	K10380
Breviolum69068	K12766
Breviolum63116	K12132
Breviolum70687	K15584
Breviolum405347	K04563
Breviolum82183	K06210
Breviolum59230	K17609
Breviolum384608	K00326
Breviolum93097	K14442
Breviolum88962	K19307
Breviolum54831	K15192
Breviolum84432	K06630
Breviolum196980	K22614
Breviolum349093	K01412
Breviolum209595	K08245
Breviolum51055	K21866
Breviolum309855	K12198
Breviolum204561	K24127
Breviolum71094	K00645
Breviolum274111	K04797
Breviolum176256	K10408
Breviolum18764	K03978
Breviolum208541	K10407
Breviolum7517	K00569
Breviolum319674	K02183
Breviolum345456	K15095
Breviolum251179	K00362
Breviolum81514	K03438
Breviolum94727	K23438
Breviolum251896	K02889
Breviolum74582	K04598
Breviolum230282	K15119
Breviolum59791	K15272
Breviolum345217	K15305
Breviolum59355	K10419
Breviolum192034	K12132
Breviolum99587	K01056
Breviolum8644	K07199
Breviolum70618	K03691
Breviolum175493	K11593
Breviolum350104	K00208
Breviolum164904	K06058
Breviolum82594	K06689
Breviolum55197	K15503
Breviolum309401	K23564
Breviolum39613	K06911
Breviolum239444	K02910
Breviolum31473	K04905
Breviolum58294	K22390
Breviolum53026	K22757
Breviolum95874	K00609
Breviolum32910	K14765
Breviolum351690	K02908
Breviolum391489	K00939
Breviolum7485	K12795
Breviolum17165	K09553
Breviolum268723	K02256
Breviolum94939	K15272
Breviolum270778	K07374
Breviolum165325	K09502
Breviolum267027	K05665
Breviolum383799	K03455
Breviolum50982	K00460
Breviolum168386	K10392
Breviolum78594	K02901
Breviolum232228	K11855
Breviolum206995	K12823
Breviolum303096	K06901
Breviolum388275	K02183
Breviolum19212	K01250
Breviolum51608	K23424
Breviolum397695	K23901
Breviolum171646	K12373
Breviolum365986	K08139
Breviolum90446	K08770
Breviolum28521	K00761
Breviolum7496	K08960
Breviolum309255	K06002
Breviolum7787	K12871
Breviolum268014	K08794
Breviolum34740	K22763
Breviolum303752	K07300
Breviolum412342	K05349
Breviolum184548	K22614
Breviolum344402	K17710
Breviolum25700	K00940
Breviolum346705	K22282
Breviolum384032	K00556
Breviolum72567	K04799
Breviolum235764	K24104
Breviolum72446	K10635
Breviolum268302	K10380
Breviolum9739	K11827
Breviolum232355	K10398
Breviolum236771	K06158
Breviolum305965	K00545
Breviolum296772	K08738
Breviolum307862	K01092
Breviolum57853	K23730
Breviolum90504	K22684
Breviolum304042	K02523
Breviolum68521	K11323
Breviolum228071	K24888
Breviolum27797	K01434
Breviolum51087	K01881
Breviolum385081	K02906
Breviolum344121	K00471
Breviolum82625	K01178
Breviolum93671	K09503
Breviolum69708	K09510
Breviolum57452	K19375
Breviolum37073	K01537
Breviolum264846	K01803
Breviolum79304	K05658
Breviolum344868	K17508
Breviolum6182	K20028
Breviolum173791	K05665
Breviolum7297	K24427
Breviolum71209	K10325
Breviolum350957	K23901
Breviolum63516	K00797
Breviolum62756	K01173
Breviolum344893	K25384
Breviolum34867	K05218
Breviolum32468	K01692
Breviolum82353	K14079
Breviolum168339	K19413
Breviolum51060	K10450
Breviolum306154	K03676
Breviolum74739	K01307
Breviolum27738	K24512
Breviolum384990	K14652
Breviolum356837	K00101
Breviolum343434	K07735
Breviolum74842	K25608
Breviolum74466	K23490
Breviolum325694	K00434
Breviolum60038	K11253
Breviolum18970	K15259
Breviolum304885	K14806
Breviolum82750	K03321
Breviolum310093	K09456
Breviolum51307	K04604
Breviolum98346	K04688
Breviolum62439	K04515
Breviolum268162	K11592
Breviolum70028	K17428
Breviolum246881	K09647
Breviolum74645	K13998
Breviolum89796	K17609
Breviolum91219	K01462
Breviolum70810	K08272
Breviolum181904	K08789
Breviolum95917	K25792
Breviolum232632	K05665
Breviolum39816	K00706
Breviolum82757	K05656
Breviolum8744	K01081
Breviolum90325	K00472
Breviolum49680	K06180
Breviolum388326	K05592
Breviolum266988	K16487
Breviolum80662	K15109
Breviolum388298	K09568
Breviolum266766	K14440
Breviolum189718	K01265
Breviolum45996	K00059
Breviolum30519	K12888
Breviolum99376	K16604
Breviolum74735	K15377
Breviolum6580	K15287
Breviolum6771	K01179
Breviolum6466	K15272
Breviolum33212	K01507
Breviolum266140	K01802
Breviolum6380	K24205
Breviolum48454	K19041
Breviolum240051	K03063
Breviolum2298	K12581
Breviolum95423	K01358
Breviolum63415	K02183
Breviolum229069	K00654
Breviolum165530	K02927
Breviolum344178	K12035
Breviolum195907	K09602
Breviolum57748	K03350
Breviolum58532	K19199
Breviolum165601	K18663
Breviolum33424	K12119
Breviolum226489	K11170
Breviolum55739	K15085
Breviolum48701	K01128
Breviolum210332	K00476
Breviolum318827	K12830
Breviolum89182	K00859
Breviolum244246	K01915
Breviolum344006	K15335
Breviolum265070	K09640
Breviolum62850	K00592
Breviolum99064	K03321
Breviolum88959	K20223
Breviolum50901	K08272
Breviolum242758	K10380
Breviolum304112	K22848
Breviolum88413	K10755
Breviolum306972	K00058
Breviolum29064	K21803
Breviolum170626	K02184
Breviolum304982	K01802
Breviolum59935	K08994
Breviolum48352	K15503
Breviolum69782	K00558
Breviolum30459	K00871
Breviolum19017	K02885
Breviolum199976	K16726
Breviolum178015	K06694
Breviolum264093	K05539
Breviolum48473	K22754
Breviolum321048	K01648
Breviolum320124	K19613
Breviolum269939	K08334
Breviolum4143	K00558
Breviolum266169	K10867
Breviolum304948	K14785
Breviolum32719	K17255
Breviolum74701	K03119
Breviolum275472	K14819
Breviolum351226	K02728
Breviolum68531	K15015
Breviolum349069	K03526
Breviolum347226	K03029
Breviolum82519	K10380
Breviolum353261	K17680
Breviolum87063	K22721
Breviolum95955	K00472
Breviolum208820	K23164
Breviolum51068	K23541
Breviolum70720	K08857
Breviolum32185	K02575
Breviolum39418	K02977
Breviolum99460	K20989
Breviolum68443	K24175
Breviolum173103	K16726
Breviolum49138	K13675
Breviolum264837	K00924
Breviolum69658	K03509
Breviolum210240	K06689
Breviolum38961	K04774
Breviolum205343	K19683
Breviolum41726	K06180
Breviolum28755	K13037
Breviolum61234	K14655
Breviolum83395	K00476
Breviolum69502	K22614
Breviolum265453	K15026
Breviolum264257	K10260
Breviolum69490	K10380
Breviolum165243	K06180
Breviolum388234	K02930
Breviolum37484	K00919
Breviolum34225	K11426
Breviolum229099	K03767
Breviolum7066	K04554
Breviolum89364	K10380
Breviolum385726	K24253
Breviolum186142	K10380
Breviolum9137	K00088
Breviolum96982	K02183
Breviolum21172	K14753
Breviolum51053	K08176
Breviolum267226	K02955
Breviolum373160	K02936
