OG0007653	Breviolum34574	K08798
OG0004392	Breviolum31328	K13412
OG0003609	Breviolum71204	K06692
OG0000592	Breviolum31759	K03327
OG0006698	Breviolum82515	K13412
OG0000082	Breviolum46143	K04628
OG0000399	Breviolum303528	K04840
OG0006690	Breviolum35229	K08496
OG0003861	Breviolum97090	K20347
OG0000428	Breviolum45057	K08585
OG0005282	Breviolum226722	K07390
OG0006136	Breviolum27697	K20131
OG0002797	Breviolum59002	K15111
OG0007586	Breviolum48335	K01164
OG0007102	Breviolum270287	K02357
OG0000012	Breviolum236447	K04043
OG0001597	Breviolum82281	K05592
OG0003530	Breviolum59023	K04461
OG0005426	Breviolum33008	K05692
OG0001312	Breviolum307950	K17943
OG0006732	Breviolum62133	K02864
OG0004994	Breviolum92394	K05662
OG0001445	Breviolum62324	K23200
OG0000132	Breviolum4764	K01673
OG0006649	Breviolum386037	K03762
OG0005229	Breviolum264191	K07759
OG0001678	Breviolum179759	K09516
OG0000838	Breviolum98846	K00218
OG0001888	Breviolum85003	K11166
OG0005658	Breviolum64453	K24826
OG0002037	Breviolum247585	K03696
OG0004007	Breviolum304180	K12861
OG0005118	Breviolum20043	K12842
OG0006868	Breviolum59703	K00621
OG0000238	Breviolum227269	K00600
OG0002485	Breviolum62954	K03929
OG0000258	Breviolum48258	K18561
OG0007687	Breviolum74623	K19676
OG0002818	Breviolum70815	K15078
OG0000821	Breviolum28879	K09571
OG0000192	Breviolum186557	K24764
OG0004498	Breviolum206618	K01867
OG0000327	Breviolum227888	K12819
OG0002978	Breviolum70808	K15083
OG0000033	Breviolum59949	K10860
OG0000332	Breviolum386016	K20032
OG0003177	Breviolum55091	K11295
OG0005944	Breviolum89310	K00145
OG0006794	Breviolum90504	K22684
OG0000316	Breviolum385601	K00088
OG0007569	Breviolum227634	K14165
OG0005045	Breviolum38756	K08220
OG0000366	Breviolum229834	K01738
OG0004015	Breviolum346005	K00710
OG0000385	Breviolum203821	K15664
OG0007315	Breviolum72077	K19329
OG0000802	Breviolum50444	K00710
OG0000973	Breviolum88715	K02183
OG0003158	Breviolum72491	K23518
OG0007227	Breviolum57335	K18055
OG0002344	Breviolum272212	K19755
OG0005374	Breviolum88616	K01379
OG0000959	Breviolum385820	K10349
OG0003763	Breviolum81893	K18693
OG0005040	Breviolum183670	K05038
OG0005300	Breviolum33615	K08776
OG0004294	Breviolum225685	K08332
OG0006743	Breviolum198315	K02433
OG0002841	Breviolum253424	K12898
OG0007400	Breviolum36843	K04739
OG0005520	Breviolum50438	K00787
OG0000105	Breviolum17382	K09874
OG0005796	Breviolum33484	K02950
OG0004911	Breviolum188799	K01230
OG0007334	Breviolum70969	K17508
OG0006194	Breviolum2106	K10799
OG0000128	Breviolum344921	K08573
OG0001545	Breviolum226513	K03929
OG0001411	Breviolum97395	K10859
OG0003572	Breviolum58013	K10457
OG0000041	Breviolum33344	K13412
OG0002730	Breviolum384852	K02896
OG0004107	Breviolum265662	K21993
OG0000013	Breviolum84796	K10380
OG0000999	Breviolum217794	K12834
OG0004524	Breviolum304923	K18764
OG0000319	Breviolum266544	K03773
OG0005510	Breviolum58153	K09699
OG0003644	Breviolum62015	K13577
OG0003926	Breviolum172538	K17562
OG0003468	Breviolum81991	K15336
OG0006474	Breviolum227912	K22763
OG0003804	Breviolum229099	K03767
OG0000870	Breviolum43801	K05841
OG0005636	Breviolum27689	K12339
OG0001180	Breviolum82287	K17609
OG0007105	Breviolum70610	K01071
OG0006639	Breviolum43800	K00630
OG0005319	Breviolum82213	K05349
OG0000139	Breviolum58041	K00710
OG0000111	Breviolum90391	K15710
OG0001476	Breviolum87074	K08151
OG0000509	Breviolum165883	K03686
OG0004393	Breviolum350092	K00760
OG0000005	Breviolum51173	K20196
OG0000627	Breviolum72548	K00382
OG0003439	Breviolum62059	K16745
OG0006340	Breviolum1871	K10223
OG0007495	Breviolum207408	K16538
OG0000730	Breviolum67684	K17943
OG0004008	Breviolum230990	K24745
OG0000967	Breviolum209887	K12891
OG0007007	Breviolum383606	K10843
OG0000567	Breviolum350265	K05349
OG0002905	Breviolum44631	K15033
OG0000130	Breviolum308027	K00134
OG0005439	Breviolum18881	K02371
OG0005623	Breviolum197313	K02040
OG0000131	Breviolum55242	K13412
OG0002372	Breviolum27890	K17339
OG0001795	Breviolum26273	K03671
OG0001632	Breviolum386993	K12166
OG0002817	Breviolum48585	K23490
OG0004276	Breviolum81163	K11805
OG0007709	Breviolum226489	K11170
OG0002694	Breviolum55270	K00889
OG0000938	Breviolum93099	K23490
OG0003621	Breviolum307688	K00387
OG0001682	Breviolum58781	K15046
OG0002721	Breviolum70618	K03691
OG0000066	Breviolum55143	K17499
OG0000131	Breviolum229277	K13412
OG0005039	Breviolum82457	K05012
OG0003149	Breviolum232352	K08869
OG0006067	Breviolum70662	K13614
OG0002192	Breviolum27238	K05613
OG0000505	Breviolum29901	K12812
OG0007104	Breviolum74466	K23490
OG0002698	Breviolum58552	K01672
OG0000039	Breviolum62693	K02206
OG0000398	Breviolum303705	K10799
OG0005258	Breviolum230049	K12193
OG0003153	Breviolum264812	K12821
OG0005923	Breviolum19327	K03687
OG0004436	Breviolum59914	K14018
OG0001732	Breviolum83261	K00012
OG0000523	Breviolum95685	K06188
OG0004225	Breviolum352704	K06917
OG0000999	Breviolum244269	K12834
OG0002558	Breviolum386912	K07300
OG0001777	Breviolum32504	K04711
OG0004373	Breviolum229125	K10420
OG0000518	Breviolum231517	K15865
OG0003303	Breviolum166765	K12844
OG0000373	Breviolum168819	K03235
OG0007072	Breviolum36661	K14803
OG0000496	Breviolum359973	K09580
OG0006659	Breviolum70021	K11366
OG0002821	Breviolum28521	K00761
OG0003742	Breviolum62429	K02257
OG0000949	Breviolum31814	K02880
OG0001869	Breviolum384653	K06685
OG0004443	Breviolum336042	K00381
OG0000078	Breviolum176626	K09628
OG0001157	Breviolum19139	K10899
OG0006631	Breviolum74599	K06002
OG0005556	Breviolum180214	K24068
OG0004534	Breviolum90094	K08808
OG0004016	Breviolum307252	K11168
OG0000260	Breviolum70710	K11416
OG0003917	Breviolum71070	K08582
OG0001723	Breviolum32119	K01687
OG0000282	Breviolum405538	K09568
OG0002875	Breviolum307862	K01092
OG0002792	Breviolum85081	K11844
OG0007409	Breviolum389656	K02202
OG0005891	Breviolum230893	K19329
OG0000698	Breviolum308856	K19938
OG0000166	Breviolum82828	K04567
OG0000128	Breviolum183295	K08573
OG0002261	Breviolum69833	K01076
OG0005488	Breviolum241496	K14411
OG0000508	Breviolum205737	K03070
OG0005712	Breviolum63116	K12132
OG0002158	Breviolum94783	K16914
OG0000519	Breviolum31748	K01648
OG0005545	Breviolum92678	K12309
OG0006740	Breviolum97024	K14674
OG0002017	Breviolum95781	K01208
OG0000160	Breviolum210381	K15694
OG0000128	Breviolum253340	K08582
OG0000232	Breviolum207775	K18754
OG0002026	Breviolum303791	K13412
OG0005194	Breviolum384725	K16726
OG0002109	Breviolum74361	K11412
OG0006626	Breviolum269925	K10277
OG0005865	Breviolum81677	K24940
OG0000275	Breviolum18975	K04079
OG0007097	Breviolum165647	K04739
OG0000283	Breviolum169703	K00700
OG0006159	Breviolum306822	K16911
OG0005832	Breviolum171701	K10380
OG0003415	Breviolum42578	K22077
OG0005662	Breviolum384351	K03218
OG0000310	Breviolum211359	K02957
OG0001166	Breviolum343802	K14411
OG0007092	Breviolum94825	K01278
OG0005084	Breviolum59787	K08281
OG0000504	Breviolum182159	K21805
OG0001503	Breviolum260037	K24157
OG0005256	Breviolum62630	K08881
OG0000074	Breviolum48584	K04885
OG0002439	Breviolum399945	K06176
OG0000209	Breviolum346683	K14440
OG0004406	Breviolum95016	K24763
OG0002031	Breviolum47805	K06627
OG0000595	Breviolum97376	K03165
OG0000014	Breviolum31576	K06269
OG0005648	Breviolum7401	K12405
OG0003637	Breviolum164669	K24437
OG0000543	Breviolum235983	K02989
OG0000189	Breviolum226706	K00665
OG0000860	Breviolum37073	K01537
OG0000139	Breviolum90948	K00710
OG0003013	Breviolum7328	K13953
OG0000039	Breviolum69217	K02087
OG0006172	Breviolum79929	K01488
OG0000004	Breviolum315758	K13412
OG0000256	Breviolum67269	K04515
OG0003710	Breviolum54479	K03260
OG0006784	Breviolum272660	K11253
OG0000041	Breviolum9055	K13412
OG0002000	Breviolum8626	K09480
OG0000468	Breviolum53465	K00574
OG0004788	Breviolum347678	K08151
OG0002799	Breviolum89901	K14709
OG0004950	Breviolum3089	K05754
OG0000450	Breviolum54031	K02874
OG0000230	Breviolum388457	K00434
OG0003520	Breviolum47152	K18479
OG0006169	Breviolum88149	K16602
OG0004944	Breviolum9005	K00002
OG0001196	Breviolum243060	K15682
OG0003840	Breviolum95255	K08869
OG0000742	Breviolum58357	K00688
OG0005454	Breviolum348917	K18368
OG0000353	Breviolum48310	K13448
OG0001585	Breviolum68217	K15445
OG0001615	Breviolum175156	K03010
OG0000648	Breviolum34570	K00914
OG0001389	Breviolum387583	K11703
OG0001334	Breviolum62357	K03885
OG0004682	Breviolum78309	K11883
OG0003864	Breviolum91058	K11209
OG0006365	Breviolum92340	K01915
OG0000615	Breviolum57968	K04930
OG0001918	Breviolum93537	K10478
OG0007081	Breviolum35848	K22204
OG0001614	Breviolum320770	K11088
OG0005139	Breviolum272693	K22866
OG0001652	Breviolum343398	K19760
OG0002047	Breviolum27869	K01081
OG0002797	Breviolum51142	K15111
OG0004367	Breviolum48405	K19671
OG0000401	Breviolum56593	K11434
OG0002302	Breviolum226831	K05864
OG0002136	Breviolum95457	K06630
OG0002077	Breviolum70498	K19787
OG0000031	Breviolum43125	K06180
OG0003245	Breviolum2345	K03671
OG0005822	Breviolum50005	K05758
OG0000425	Breviolum225814	K03654
OG0001515	Breviolum167416	K06002
OG0005120	Breviolum98473	K03235
OG0001774	Breviolum165066	K00993
OG0000713	Breviolum269472	K01647
OG0005516	Breviolum94684	K15278
OG0007534	Breviolum394346	K14972
OG0001651	Breviolum194448	K14718
OG0000063	Breviolum265390	K00545
OG0004004	Breviolum68438	K01187
OG0001834	Breviolum89298	K07238
OG0002374	Breviolum266090	K25395
OG0006842	Breviolum63530	K13412
OG0000370	Breviolum26754	K07937
OG0003229	Breviolum69664	K14404
OG0001115	Breviolum350255	K21989
OG0000482	Breviolum316595	K13124
OG0004046	Breviolum40176	K01285
OG0003444	Breviolum28014	K07566
OG0000165	Breviolum175749	K05849
OG0000031	Breviolum226889	K06180
OG0001487	Breviolum191597	K04345
OG0000111	Breviolum82555	K15505
OG0002451	Breviolum74194	K02871
OG0000444	Breviolum195826	K07636
OG0001344	Breviolum208041	K03321
OG0000834	Breviolum31149	K00472
OG0003015	Breviolum302929	K02857
OG0004389	Breviolum6493	K10412
OG0001955	Breviolum346772	K01623
OG0004588	Breviolum190915	K01634
OG0000404	Breviolum179210	K19525
OG0002891	Breviolum70730	K06671
OG0001636	Breviolum267840	K17710
OG0006171	Breviolum44144	K14721
OG0004418	Breviolum68545	K10277
OG0007186	Breviolum399513	K02879
OG0005348	Breviolum86272	K13354
OG0004581	Breviolum31696	K15111
OG0000505	Breviolum17395	K12614
OG0000109	Breviolum70482	K13984
OG0001153	Breviolum229913	K00543
OG0000815	Breviolum233974	K04986
OG0000263	Breviolum74834	K21952
OG0007215	Breviolum35234	K19942
OG0000850	Breviolum51995	K06221
OG0003397	Breviolum199753	K00412
OG0005145	Breviolum88192	K09828
OG0000282	Breviolum388298	K09568
OG0006110	Breviolum264621	K13148
OG0004174	Breviolum67572	K08857
OG0005938	Breviolum230439	K20347
OG0007428	Breviolum202168	K13412
OG0005186	Breviolum383562	K17623
OG0000533	Breviolum57871	K00326
OG0005195	Breviolum349005	K10380
OG0001251	Breviolum28469	K01298
OG0001229	Breviolum41079	K21440
OG0005411	Breviolum51313	K05658
OG0007584	Breviolum47693	K19751
OG0000477	Breviolum7692	K11481
OG0002410	Breviolum343930	K03165
OG0004754	Breviolum205677	K00703
OG0000023	Breviolum343087	K06180
OG0002645	Breviolum2329	K00508
OG0006682	Breviolum67640	K19329
OG0002189	Breviolum227790	K01759
OG0000758	Breviolum228499	K22763
OG0000787	Breviolum267888	K25554
OG0000423	Breviolum392448	K06957
OG0006644	Breviolum265650	K01408
OG0005132	Breviolum387594	K02437
OG0007051	Breviolum168339	K19413
OG0004528	Breviolum392653	K20032
OG0001057	Breviolum206953	K01369
OG0003082	Breviolum68395	K04986
OG0001001	Breviolum351813	K01974
OG0006677	Breviolum98916	K04794
OG0003834	Breviolum74051	K06630
OG0000202	Breviolum164439	K00726
OG0001140	Breviolum68443	K24175
OG0000580	Breviolum343938	K23215
OG0002264	Breviolum81508	K03834
OG0007724	Breviolum50908	K10260
OG0005352	Breviolum2070	K10380
OG0004457	Breviolum78448	K01379
OG0006140	Breviolum283520	K25186
OG0004032	Breviolum386283	K12447
OG0000680	Breviolum90885	K10666
OG0001564	Breviolum315882	K12182
OG0000561	Breviolum399797	K02979
OG0005463	Breviolum315161	K19626
OG0000131	Breviolum6396	K13412
OG0005112	Breviolum82802	K13118
OG0006511	Breviolum271239	K01738
OG0004803	Breviolum307615	K01304
OG0000839	Breviolum33961	K13526
OG0005534	Breviolum90565	K02866
OG0006544	Breviolum232501	K02090
OG0000925	Breviolum192034	K12132
OG0002497	Breviolum348650	K14589
OG0001783	Breviolum228088	K01869
OG0004584	Breviolum265046	K12627
OG0003990	Breviolum58252	K00729
OG0000328	Breviolum383220	K02155
OG0005673	Breviolum82663	K00703
OG0002616	Breviolum384608	K00326
OG0002688	Breviolum349901	K02110
OG0003711	Breviolum93665	K11610
OG0006946	Breviolum18923	K12603
OG0000975	Breviolum344831	K01176
OG0004164	Breviolum8945	K00898
OG0006083	Breviolum232654	K10411
OG0004890	Breviolum28845	K08910
OG0000338	Breviolum228753	K02355
OG0000417	Breviolum350088	K07374
OG0000940	Breviolum35937	K08869
OG0007599	Breviolum229990	K01148
OG0004416	Breviolum58759	K08489
OG0000033	Breviolum228616	K10860
OG0001093	Breviolum30659	K01135
OG0004909	Breviolum49620	K24227
OG0002648	Breviolum207384	K23628
OG0003435	Breviolum60070	K25616
OG0006972	Breviolum345982	K23882
OG0001347	Breviolum265045	K12349
OG0005687	Breviolum70976	K17301
OG0001546	Breviolum391568	K02873
OG0001132	Breviolum28345	K16914
OG0007052	Breviolum95122	K14016
OG0003729	Breviolum65585	K03679
OG0001080	Breviolum227206	K11584
OG0000941	Breviolum28163	K02371
OG0003590	Breviolum62313	K14852
OG0005902	Breviolum94115	K15175
OG0001391	Breviolum270257	K12348
OG0001465	Breviolum62873	K07241
OG0001082	Breviolum266127	K13989
OG0003514	Breviolum51752	K01834
OG0000036	Breviolum51183	K04730
OG0006621	Breviolum342986	K10380
OG0002525	Breviolum54466	K09640
OG0003322	Breviolum389158	K01928
OG0002494	Breviolum305605	K16271
OG0005693	Breviolum98870	K10277
OG0002999	Breviolum61868	K01535
OG0006180	Breviolum206566	K01519
OG0000450	Breviolum322334	K02874
OG0005990	Breviolum349229	K08582
OG0000805	Breviolum52206	K15103
OG0002224	Breviolum67403	K06130
OG0003048	Breviolum2298	K12581
OG0004257	Breviolum269534	K07024
OG0000004	Breviolum49945	K13412
OG0002134	Breviolum314663	K13696
OG0005837	Breviolum346113	K07517
OG0005046	Breviolum173838	K14541
OG0000085	Breviolum37744	K17943
OG0001987	Breviolum88814	K09498
OG0002855	Breviolum264392	K03676
OG0001628	Breviolum346434	K12132
OG0001243	Breviolum32645	K10370
OG0004550	Breviolum50937	K17261
OG0000278	Breviolum47555	K11687
OG0000029	Breviolum69425	K04955
OG0007496	Breviolum179674	K15261
OG0005096	Breviolum54714	K11323
OG0000693	Breviolum58146	K10245
OG0001036	Breviolum62602	K09525
OG0006280	Breviolum83474	K17103
OG0001747	Breviolum93565	K00699
OG0001965	Breviolum304416	K06689
OG0007629	Breviolum62031	K10587
OG0000415	Breviolum21172	K14753
OG0001679	Breviolum307464	K08762
OG0001066	Breviolum58810	K00240
OG0004433	Breviolum71183	K07783
OG0000882	Breviolum71052	K12445
OG0007658	Breviolum81826	K05760
OG0001117	Breviolum82174	K15015
OG0002118	Breviolum70379	K17278
OG0002222	Breviolum210376	K09584
OG0007720	Breviolum265010	K25549
OG0005637	Breviolum264361	K13412
OG0000068	Breviolum171675	K16290
OG0000931	Breviolum57748	K03350
OG0003395	Breviolum46266	K00472
OG0007612	Breviolum266639	K04982
OG0004314	Breviolum209788	K09586
OG0001878	Breviolum306226	K03500
OG0007536	Breviolum90022	K13761
OG0000852	Breviolum59726	K25895
OG0000184	Breviolum277495	K02183
OG0005930	Breviolum83271	K05516
OG0003827	Breviolum305110	K17267
OG0006885	Breviolum344218	K20028
OG0000020	Breviolum77169	K11594
OG0005157	Breviolum175323	K16547
OG0004228	Breviolum28409	K00059
OG0005362	Breviolum226656	K14821
OG0005297	Breviolum57162	K00901
OG0000561	Breviolum50063	K02979
OG0000520	Breviolum51292	K22390
OG0000257	Breviolum231850	K01953
OG0005723	Breviolum86065	K23289
OG0000790	Breviolum241261	K01265
OG0001257	Breviolum176849	K17508
OG0003475	Breviolum70719	K11717
OG0002895	Breviolum353601	K17278
OG0005412	Breviolum85395	K15095
OG0001255	Breviolum50715	K02154
OG0000181	Breviolum58014	K07151
OG0007114	Breviolum51228	K22387
OG0005486	Breviolum231676	K17790
OG0004714	Breviolum63640	K10144
OG0000761	Breviolum9409	K07305
OG0001395	Breviolum81608	K02997
OG0002715	Breviolum34072	K01008
OG0004812	Breviolum92289	K03544
OG0000106	Breviolum48975	K23257
OG0003584	Breviolum79785	K03145
OG0000967	Breviolum264963	K12891
OG0000434	Breviolum69533	K14501
OG0000021	Breviolum57428	K22763
OG0006276	Breviolum1693	K16482
OG0005799	Breviolum281791	K11884
OG0002921	Breviolum270044	K03327
OG0006730	Breviolum386374	K19002
OG0005737	Breviolum74943	K05657
OG0000068	Breviolum406413	K01371
OG0001529	Breviolum304042	K02523
OG0000397	Breviolum62385	K19760
OG0000612	Breviolum7664	K02912
OG0005008	Breviolum97749	K15918
OG0001649	Breviolum92629	K04842
OG0001007	Breviolum95134	K19882
OG0000293	Breviolum280845	K02978
OG0003801	Breviolum396494	K00831
OG0003780	Breviolum69285	K00327
OG0000496	Breviolum39130	K13984
OG0001477	Breviolum7274	K08900
OG0002449	Breviolum62509	K00116
OG0007545	Breviolum206168	K24286
OG0006148	Breviolum74158	K12272
OG0002998	Breviolum89400	K06178
OG0002597	Breviolum48344	K19619
OG0002842	Breviolum344402	K17710
OG0001299	Breviolum347864	K02882
OG0001604	Breviolum31904	K05218
OG0007149	Breviolum304885	K14806
OG0004484	Breviolum44034	K12178
OG0002107	Breviolum88259	K02920
OG0003461	Breviolum208861	K06676
OG0004665	Breviolum268517	K20028
OG0001248	Breviolum40239	K08341
OG0001673	Breviolum352206	K02691
OG0000968	Breviolum179318	K11838
OG0003533	Breviolum307285	K08568
OG0003197	Breviolum61847	K06685
OG0000021	Breviolum81125	K22763
OG0005032	Breviolum305143	K01834
OG0000018	Breviolum354749	K01802
OG0005316	Breviolum199138	K12661
OG0000111	Breviolum206009	K15505
OG0002385	Breviolum205830	K02433
OG0002883	Breviolum73155	K01764
OG0000908	Breviolum36979	K16602
OG0000558	Breviolum172024	K14442
OG0001502	Breviolum386539	K25608
OG0001919	Breviolum209504	K20027
OG0002059	Breviolum95749	K24523
OG0003638	Breviolum76876	K01903
OG0006498	Breviolum69556	K03500
OG0005368	Breviolum383269	K01736
OG0007330	Breviolum90814	K11267
OG0004625	Breviolum22288	K07921
OG0002859	Breviolum347759	K10380
OG0005569	Breviolum28742	K12603
OG0003374	Breviolum60955	K00556
OG0006606	Breviolum267663	K06207
OG0001866	Breviolum48617	K07056
OG0006563	Breviolum57098	K04949
OG0001336	Breviolum69264	K01845
OG0002537	Breviolum83343	K00940
OG0000761	Breviolum69930	K07305
OG0003906	Breviolum94131	K15376
OG0004725	Breviolum50942	K11068
OG0004483	Breviolum63605	K14841
OG0000013	Breviolum281686	K10380
OG0000320	Breviolum268241	K13126
OG0006337	Breviolum387896	K22074
OG0006475	Breviolum264796	K02183
OG0004817	Breviolum348747	K12826
OG0000727	Breviolum73102	K02940
OG0005821	Breviolum68420	K07146
OG0003870	Breviolum89820	K00931
OG0000247	Breviolum69846	K02471
OG0006598	Breviolum39306	K22073
OG0005778	Breviolum52172	K03845
OG0000641	Breviolum37067	K10393
OG0002656	Breviolum43504	K01934
OG0003599	Breviolum344289	K13963
OG0007646	Breviolum240389	K10524
OG0002253	Breviolum28061	K01866
OG0002697	Breviolum71179	K12132
OG0000656	Breviolum168836	K10799
OG0001028	Breviolum70026	K02687
OG0000370	Breviolum405750	K07943
OG0002331	Breviolum385015	K01179
OG0000005	Breviolum389543	K26157
OG0000085	Breviolum63270	K17943
OG0000846	Breviolum33424	K12119
OG0000545	Breviolum29159	K01537
OG0006182	Breviolum173049	K18995
OG0004592	Breviolum184486	K21396
OG0000209	Breviolum266766	K14440
OG0000653	Breviolum81860	K11000
OG0004917	Breviolum38193	K16890
OG0000679	Breviolum70671	K10799
OG0002620	Breviolum87803	K05794
OG0007547	Breviolum266559	K17778
OG0006854	Breviolum309276	K18416
OG0000083	Breviolum74558	K24427
OG0003580	Breviolum87063	K22721
OG0000822	Breviolum343629	K09582
OG0007425	Breviolum9834	K00558
OG0000956	Breviolum226865	K21804
OG0000807	Breviolum233925	K04461
OG0001796	Breviolum92239	K01915
OG0001925	Breviolum390322	K17964
OG0001144	Breviolum47778	K01802
OG0000790	Breviolum189718	K01265
OG0007447	Breviolum209084	K00942
OG0007412	Breviolum50096	K01379
OG0005379	Breviolum63073	K10396
OG0007113	Breviolum43292	K00101
OG0002531	Breviolum50552	K07393
OG0001338	Breviolum232908	K10380
OG0002357	Breviolum386950	K13698
OG0003720	Breviolum270345	K01696
OG0000017	Breviolum74750	K04909
OG0007178	Breviolum62951	K14807
OG0000495	Breviolum237800	K03094
OG0000174	Breviolum363938	K03737
OG0002119	Breviolum227156	K09597
OG0003508	Breviolum50872	K00545
OG0006650	Breviolum81936	K09595
OG0000618	Breviolum83217	K08855
OG0003688	Breviolum63683	K18327
OG0006173	Breviolum304418	K05841
OG0002633	Breviolum59973	K24611
OG0007676	Breviolum383592	K03453
OG0005661	Breviolum64509	K00472
OG0005317	Breviolum28142	K16862
OG0000083	Breviolum74582	K04598
OG0002308	Breviolum383214	K05681
OG0002711	Breviolum63005	K01802
OG0007580	Breviolum72552	K22763
OG0000739	Breviolum46616	K00074
OG0005850	Breviolum187959	K19865
OG0000349	Breviolum74438	K12840
OG0002503	Breviolum274161	K00472
OG0007350	Breviolum81752	K23424
OG0006624	Breviolum48770	K15341
OG0002276	Breviolum297396	K06070
OG0000499	Breviolum213521	K09540
OG0000018	Breviolum47402	K09566
OG0007219	Breviolum33602	K06989
OG0000290	Breviolum188471	K16726
OG0000313	Breviolum171605	K04079
OG0002466	Breviolum97925	K18749
OG0000034	Breviolum82372	K12818
OG0004579	Breviolum172208	K09837
OG0004692	Breviolum389879	K14326
OG0004637	Breviolum82245	K20792
OG0002813	Breviolum51028	K18655
OG0006742	Breviolum214478	K22857
OG0000775	Breviolum8643	K11982
OG0000689	Breviolum68708	K11204
OG0000446	Breviolum28477	K07976
OG0002894	Breviolum87712	K18763
OG0003042	Breviolum68422	K08316
OG0006691	Breviolum94180	K03593
OG0005851	Breviolum343341	K14655
OG0001405	Breviolum187637	K10380
OG0003700	Breviolum45728	K09422
OG0003595	Breviolum46117	K01079
OG0000709	Breviolum181357	K03929
OG0001185	Breviolum277628	K03877
OG0000305	Breviolum392995	K12460
OG0002809	Breviolum201904	K01408
OG0000647	Breviolum83709	K15283
OG0002617	Breviolum195768	K02690
OG0006902	Breviolum31310	K20293
OG0001080	Breviolum8796	K11584
OG0003546	Breviolum68723	K13412
OG0006212	Breviolum73617	K01246
OG0000644	Breviolum72602	K01099
OG0001024	Breviolum39418	K02977
OG0004995	Breviolum81863	K00006
OG0003760	Breviolum265453	K15026
OG0005617	Breviolum307897	K01176
OG0004503	Breviolum173453	K01365
OG0001238	Breviolum23977	K14376
OG0001241	Breviolum28681	K12812
OG0000127	Breviolum5265	K10380
OG0006263	Breviolum93833	K04628
OG0001015	Breviolum226097	K01892
OG0005774	Breviolum346742	K12199
OG0003464	Breviolum384605	K05236
OG0007517	Breviolum33144	K00225
OG0001793	Breviolum49325	K01216
OG0004723	Breviolum26841	K23257
OG0003074	Breviolum165377	K17541
OG0000039	Breviolum31372	K02087
OG0001882	Breviolum206474	K12472
OG0007455	Breviolum268642	K02471
OG0001161	Breviolum99719	K24992
OG0005605	Breviolum61235	K13171
OG0000013	Breviolum207120	K10380
OG0003815	Breviolum271849	K02726
OG0006915	Breviolum170096	K07300
OG0002412	Breviolum88011	K01599
OG0002882	Breviolum58600	K02900
OG0006033	Breviolum48076	K10734
OG0006125	Breviolum389651	K19269
OG0005082	Breviolum343207	K23010
OG0005021	Breviolum74502	K04799
OG0002628	Breviolum81346	K02998
OG0006579	Breviolum83449	K01751
OG0000229	Breviolum345166	K02641
OG0001557	Breviolum49143	K13510
OG0001883	Breviolum207532	K00939
OG0000740	Breviolum398805	K21806
OG0004009	Breviolum93505	K10875
OG0001897	Breviolum17702	K00018
OG0000033	Breviolum50203	K10860
OG0005772	Breviolum68328	K00364
OG0000449	Breviolum182048	K03164
OG0000612	Breviolum38509	K02912
OG0002337	Breviolum19152	K06147
OG0007093	Breviolum173989	K01253
OG0001544	Breviolum304370	K17065
OG0003452	Breviolum70770	K24419
OG0000387	Breviolum387675	K10686
OG0000180	Breviolum73933	K07374
OG0006763	Breviolum305409	K03358
OG0002980	Breviolum59893	K01784
OG0002822	Breviolum26444	K23801
OG0003977	Breviolum21079	K10523
OG0007670	Breviolum237434	K01835
OG0001350	Breviolum31908	K03233
OG0006665	Breviolum3575	K05592
OG0006499	Breviolum59622	K23114
OG0000412	Breviolum197902	K03231
OG0006021	Breviolum93747	K10685
OG0003069	Breviolum265240	K05925
OG0000430	Breviolum56277	K07376
OG0001308	Breviolum304746	K10410
OG0000174	Breviolum364080	K03737
OG0007289	Breviolum53321	K15016
OG0000606	Breviolum63775	K12836
OG0003871	Breviolum67766	K25686
OG0002338	Breviolum180473	K10405
OG0002400	Breviolum99795	K04604
OG0006320	Breviolum391335	K03015
OG0001678	Breviolum390308	K09516
OG0007702	Breviolum97237	K00476
OG0000819	Breviolum78478	K16900
OG0000319	Breviolum274639	K03773
OG0006130	Breviolum31942	K06941
OG0004053	Breviolum6652	K00726
OG0005525	Breviolum227205	K00645
OG0001762	Breviolum31984	K17508
OG0004576	Breviolum43409	K03076
OG0002768	Breviolum67377	K06173
OG0000709	Breviolum266642	K03929
OG0000550	Breviolum268867	K25230
OG0004614	Breviolum68845	K15085
OG0000586	Breviolum310463	K03978
OG0000184	Breviolum185791	K02183
OG0005984	Breviolum348117	K04564
OG0000579	Breviolum227857	K13210
OG0006175	Breviolum62785	K10756
OG0001050	Breviolum90111	K04482
OG0003138	Breviolum88647	K25829
OG0000755	Breviolum4429	K10758
OG0002478	Breviolum208494	K11323
OG0007591	Breviolum252762	K10420
OG0004522	Breviolum7306	K11126
OG0001078	Breviolum324994	K00476
OG0005133	Breviolum309035	K02734
OG0002462	Breviolum386766	K12960
OG0007391	Breviolum384182	K08193
OG0002324	Breviolum60053	K10900
OG0000526	Breviolum99228	K01610
OG0000137	Breviolum229646	K03695
OG0006218	Breviolum207688	K09020
OG0004212	Breviolum2797	K11968
OG0001739	Breviolum229664	K03068
OG0005292	Breviolum92874	K02320
OG0005088	Breviolum69758	K16600
OG0002259	Breviolum239719	K10380
OG0007096	Breviolum343434	K07735
OG0001532	Breviolum70572	K00079
OG0001541	Breviolum69735	K09578
