Breviolum81386	K19678
Breviolum22171	K09580
Breviolum124855	K02985
Breviolum134635	K10405
Breviolum83104	K17943
Breviolum240288	K10408
Breviolum205525	K11450
Breviolum149342	K05349
Breviolum110584	K13412
Breviolum157621	K22614
Breviolum92462	K21989
Breviolum107341	K19348
Breviolum159087	K24970
Breviolum84490	K03654
Breviolum33884	K04043
Breviolum32484	K16465
Breviolum56840	K20363
Breviolum11313	K11143
Breviolum67122	K05389
Breviolum178299	K10268
Breviolum100639	K07151
Breviolum104720	K13611
Breviolum62383	K02900
Breviolum49892	K00555
Breviolum72821	K14404
Breviolum276624	K00565
Breviolum1111	K06942
Breviolum145745	K22762
Breviolum95525	K14855
Breviolum210052	K12430
Breviolum95687	K08654
Breviolum38344	K05884
Breviolum211168	K18670
Breviolum237424	K01488
Breviolum687	K10843
Breviolum84673	K15306
Breviolum69584	K16055
Breviolum38225	K24927
Breviolum91508	K10614
Breviolum57062	K02437
Breviolum32856	K05592
Breviolum238488	K17279
Breviolum243850	K12733
Breviolum45301	K10380
Breviolum273468	K00876
Breviolum89818	K06636
Breviolum277979	K01507
Breviolum158124	K01644
Breviolum51348	K13754
Breviolum217245	K00820
Breviolum272184	K08582
Breviolum69541	K00699
Breviolum134537	K03070
Breviolum22613	K11000
Breviolum209502	K03500
Breviolum78712	K10450
Breviolum180928	K10380
Breviolum273653	K00873
Breviolum179815	K15102
Breviolum272562	K06180
Breviolum57022	K01079
Breviolum68970	K08869
Breviolum100693	K02997
Breviolum56602	K17907
Breviolum104967	K24683
Breviolum179975	K07575
Breviolum177034	K02931
Breviolum52630	K10380
Breviolum241156	K01369
Breviolum40826	K13293
Breviolum32641	K18643
Breviolum51301	K12823
Breviolum279629	K14994
Breviolum53011	K04851
Breviolum104345	K11540
Breviolum143943	K03265
Breviolum84255	K13984
Breviolum174330	K20242
Breviolum73924	K20028
Breviolum60341	K04459
Breviolum238010	K10380
Breviolum69371	K18441
Breviolum19765	K08818
Breviolum270959	K00472
Breviolum89149	K04991
Breviolum39804	K06183
Breviolum37918	K07877
Breviolum42609	K05592
Breviolum40300	K11204
Breviolum175801	K00011
Breviolum180854	K03929
Breviolum140877	K01674
Breviolum74018	K02016
Breviolum79910	K10798
Breviolum317551	K15033
Breviolum172238	K05956
Breviolum116281	K00012
Breviolum84347	K14292
Breviolum85449	K15272
Breviolum156797	K03188
Breviolum55683	K06670
Breviolum130271	K09580
Breviolum104379	K25948
Breviolum95542	K10406
Breviolum273056	K00948
Breviolum22454	K01673
Breviolum212581	K03691
Breviolum56968	K22766
Breviolum247092	K00249
Breviolum42214	K03165
Breviolum208318	K00225
Breviolum85250	K03762
Breviolum38041	K24175
Breviolum240457	K13696
Breviolum175028	K12662
Breviolum77256	K05657
Breviolum174228	K15278
Breviolum133958	K06248
Breviolum22231	K22614
Breviolum248814	K04344
Breviolum152331	K23960
Breviolum58647	K10380
Breviolum175027	K08803
Breviolum79149	K01208
Breviolum176078	K05665
Breviolum205290	K14079
Breviolum79627	K07305
Breviolum80748	K05016
Breviolum186650	K07126
Breviolum138003	K14803
Breviolum238690	K12857
Breviolum16273	K02183
Breviolum108924	K05849
Breviolum69282	K15504
Breviolum43384	K10380
Breviolum175614	K08764
Breviolum109880	K22372
Breviolum237403	K24512
Breviolum74400	K12492
Breviolum106636	K03260
Breviolum5936	K10732
Breviolum243140	K03686
Breviolum37169	K02087
Breviolum145099	K14430
Breviolum94054	K00323
Breviolum137147	K04554
Breviolum7800	K10591
Breviolum56685	K17943
Breviolum65712	K09567
Breviolum94622	K09527
Breviolum17137	K26126
Breviolum76580	K13412
Breviolum58279	K14452
Breviolum305881	K01176
Breviolum57366	K08796
Breviolum109081	K25058
Breviolum209691	K23437
Breviolum114490	K14963
Breviolum173401	K00710
Breviolum58574	K00750
Breviolum180235	K13341
Breviolum67602	K24725
Breviolum179191	K16726
Breviolum66513	K23628
Breviolum16784	K01373
Breviolum88950	K10396
Breviolum84640	K01663
Breviolum66111	K15382
Breviolum117019	K24427
Breviolum65124	K06530
Breviolum220173	K02528
Breviolum14472	K13628
Breviolum213641	K01881
Breviolum85252	K08960
Breviolum17497	K04728
Breviolum208362	K03119
Breviolum30871	K18914
Breviolum57081	K17964
Breviolum64994	K08798
Breviolum238570	K22763
Breviolum242984	K01069
Breviolum34543	K17619
Breviolum146198	K04554
Breviolum6388	K17086
Breviolum207074	K02303
Breviolum64960	K01099
Breviolum214192	K18438
Breviolum72820	K02183
Breviolum86244	K06974
Breviolum28358	K13412
Breviolum74658	K10843
Breviolum57084	K02335
Breviolum89947	K00463
Breviolum237285	K13184
Breviolum23516	K05546
Breviolum245673	K11971
Breviolum99825	K22721
Breviolum48821	K15258
Breviolum13155	K19045
Breviolum86755	K10455
Breviolum180671	K12132
Breviolum288854	K03833
Breviolum240605	K15631
Breviolum54941	K04856
Breviolum44976	K07045
Breviolum71902	K06180
Breviolum86422	K00850
Breviolum286125	K13067
Breviolum98782	K14718
Breviolum73979	K08582
Breviolum32021	K24835
Breviolum177004	K10380
Breviolum177419	K04855
Breviolum274500	K17080
Breviolum45073	K13431
Breviolum59765	K14165
Breviolum14557	K15704
Breviolum82441	K04487
Breviolum77165	K11755
Breviolum20666	K06258
Breviolum105749	K05646
Breviolum243350	K07305
Breviolum215437	K10523
Breviolum64889	K00545
Breviolum242659	K03846
Breviolum207750	K20298
Breviolum249976	K20606
Breviolum94879	K00060
Breviolum243058	K00850
Breviolum205961	K10301
Breviolum2716	K00382
Breviolum34054	K04739
Breviolum40851	K11416
Breviolum88341	K00901
Breviolum65672	K06944
Breviolum40713	K06180
Breviolum28753	K14457
Breviolum205216	K16290
Breviolum58184	K22763
Breviolum177258	K10380
Breviolum39856	K04459
Breviolum82576	K00477
Breviolum137621	K10380
Breviolum274705	K16726
Breviolum174570	K01535
Breviolum216004	K02877
Breviolum60283	K18081
Breviolum245625	K14944
Breviolum53248	K10689
Breviolum48870	K03767
Breviolum17464	K24764
Breviolum18918	K01759
Breviolum127738	K16457
Breviolum105502	K06901
Breviolum130292	K04986
Breviolum30433	K25861
Breviolum20449	K19671
Breviolum79435	K08596
Breviolum123499	K04958
Breviolum61497	K00969
Breviolum144788	K17499
Breviolum174159	K10908
Breviolum204931	K08582
Breviolum92024	K14797
Breviolum117123	K12840
Breviolum212147	K16904
Breviolum82754	K08244
Breviolum156559	K25656
Breviolum101406	K13025
Breviolum247045	K06276
Breviolum116269	K12848
Breviolum61858	K00970
Breviolum306666	K00108
Breviolum40212	K14165
Breviolum290778	K14442
Breviolum205118	K09592
Breviolum100977	K02891
Breviolum76526	K06268
Breviolum66220	K13289
Breviolum74630	K18595
Breviolum271720	K00609
Breviolum37817	K15261
Breviolum129658	K13755
Breviolum157904	K19619
Breviolum52515	K11434
Breviolum178170	K00036
Breviolum74952	K06637
Breviolum12725	K24887
Breviolum50598	K00967
Breviolum83568	K01752
Breviolum59048	K11824
Breviolum137677	K06180
Breviolum46147	K10447
Breviolum47244	K17759
Breviolum277220	K13566
Breviolum253446	K14342
Breviolum75400	K10380
Breviolum249747	K04875
Breviolum244642	K11434
Breviolum67330	K00592
Breviolum219131	K10408
Breviolum210663	K01490
Breviolum205175	K03841
Breviolum125383	K12580
Breviolum278483	K10364
Breviolum24558	K05010
Breviolum508	K16729
Breviolum98247	K22614
Breviolum86861	K13207
Breviolum172850	K14588
Breviolum145914	K12389
Breviolum16966	K02183
Breviolum172408	K19513
Breviolum205820	K02221
Breviolum121540	K13525
Breviolum242528	K03251
Breviolum38201	K01836
Breviolum66989	K00265
Breviolum92239	K14442
Breviolum172523	K22614
Breviolum172750	K00871
Breviolum122422	K06180
Breviolum61402	K03702
Breviolum211597	K23901
Breviolum129310	K07497
Breviolum78572	K01768
Breviolum58904	K01875
Breviolum66827	K18477
Breviolum17500	K18055
Breviolum180838	K01414
Breviolum277811	K18740
Breviolum82247	K18055
Breviolum247456	K10380
Breviolum13269	K13412
Breviolum62380	K15015
Breviolum41875	K02371
Breviolum210447	K24743
Breviolum69382	K01190
Breviolum113351	K14379
Breviolum125797	K14810
Breviolum101949	K10380
Breviolum77402	K00710
Breviolum122860	K04885
Breviolum209450	K23330
Breviolum209785	K13293
Breviolum25371	K16914
Breviolum237173	K04427
Breviolum64574	K00059
Breviolum44611	K00845
Breviolum213766	K00382
Breviolum110747	K03320
Breviolum93735	K00850
Breviolum57879	K00967
Breviolum38263	K06070
Breviolum215078	K04344
Breviolum73263	K04908
Breviolum174201	K16054
Breviolum56477	K04892
Breviolum84418	K21440
Breviolum159958	K03842
Breviolum36768	K17562
Breviolum56393	K03511
Breviolum211849	K24123
Breviolum65387	K14842
Breviolum76435	K08287
Breviolum318838	K02183
Breviolum37747	K00088
Breviolum140954	K07874
Breviolum90248	K17535
Breviolum30475	K03272
Breviolum16230	K03014
Breviolum90652	K15505
Breviolum39740	K00700
Breviolum105960	K01870
Breviolum241600	K03885
Breviolum125768	K10563
Breviolum80265	K14326
Breviolum282137	K00750
Breviolum36441	K08573
Breviolum181949	K16604
Breviolum56597	K03686
Breviolum397	K15264
Breviolum37916	K16726
Breviolum86263	K00901
Breviolum104112	K10380
Breviolum321268	K18422
Breviolum91138	K14326
Breviolum247522	K10408
Breviolum106773	K14683
Breviolum272732	K03403
Breviolum209088	K01190
Breviolum281829	K10393
Breviolum67002	K03115
Breviolum68412	K05657
Breviolum101106	K01872
Breviolum72936	K00825
Breviolum371	K01895
Breviolum160564	K03083
Breviolum136847	K15283
Breviolum76426	K09502
Breviolum320719	K01363
Breviolum69318	K24722
Breviolum104049	K01624
Breviolum92319	K09422
Breviolum78859	K00710
Breviolum51923	K15078
Breviolum136337	K10380
Breviolum80686	K10380
Breviolum76143	K03686
Breviolum244115	K12122
Breviolum11998	K23257
Breviolum274514	K02523
Breviolum16295	K24041
Breviolum31774	K00057
Breviolum172112	K03453
Breviolum91283	K04909
Breviolum143475	K15202
Breviolum45292	K14326
Breviolum85387	K17086
Breviolum84459	K00898
Breviolum96360	K15109
Breviolum210990	K12891
Breviolum240920	K11647
Breviolum275483	K07936
Breviolum126677	K21440
Breviolum272336	K01610
Breviolum25017	K16345
Breviolum209130	K08994
Breviolum205409	K02350
Breviolum46779	K06180
Breviolum61689	K13806
Breviolum173827	K08582
Breviolum59021	K01408
Breviolum215992	K10408
Breviolum241756	K05017
Breviolum94611	K01491
Breviolum56245	K10949
Breviolum50487	K13412
Breviolum172555	K05794
Breviolum37904	K24469
Breviolum81728	K12623
Breviolum16577	K25517
Breviolum108751	K03178
Breviolum185815	K01868
Breviolum272557	K07198
Breviolum183811	K03695
Breviolum24204	K12132
Breviolum37945	K05389
Breviolum181703	K18655
Breviolum183883	K08855
Breviolum66824	K01641
Breviolum16381	K01408
Breviolum37095	K00143
Breviolum58589	K10277
Breviolum123086	K20032
Breviolum1665	K03671
Breviolum19581	K15085
Breviolum17014	K00485
Breviolum138990	K08803
Breviolum84361	K15046
Breviolum110497	K02885
Breviolum245370	K15436
Breviolum206154	K08869
Breviolum70469	K03512
Breviolum128391	K16061
Breviolum156548	K07117
Breviolum117929	K01379
Breviolum94529	K00654
Breviolum156437	K11366
Breviolum27528	K11426
Breviolum278109	K04606
Breviolum274407	K14004
Breviolum250245	K02881
Breviolum85126	K14165
Breviolum33832	K11610
Breviolum103171	K04097
Breviolum43005	K24392
Breviolum16978	K00002
Breviolum193504	K00933
Breviolum42394	K03686
Breviolum16386	K10408
Breviolum3096	K22763
Breviolum40971	K03696
Breviolum45024	K06269
Breviolum125439	K01534
Breviolum172092	K01202
Breviolum53439	K13346
Breviolum60540	K06183
Breviolum159932	K10380
Breviolum146148	K04956
Breviolum278829	K02728
Breviolum122469	K00134
Breviolum76311	K12823
Breviolum150432	K04461
Breviolum273730	K12391
Breviolum37893	K05661
Breviolum93266	K22686
Breviolum211419	K13412
Breviolum123433	K07968
Breviolum30828	K08582
Breviolum79406	K15377
Breviolum95794	K05546
Breviolum50501	K06265
Breviolum275414	K00759
Breviolum148837	K00615
Breviolum271088	K05665
Breviolum22624	K22522
Breviolum92896	K01322
Breviolum51393	K24927
Breviolum65097	K13412
Breviolum215350	K11262
Breviolum148791	K06130
Breviolum158342	K14213
Breviolum314975	K15655
Breviolum93639	K02957
Breviolum64430	K03447
Breviolum38380	K07376
Breviolum56225	K19374
Breviolum213785	K10260
Breviolum32142	K18749
Breviolum211465	K04792
Breviolum246251	K00898
Breviolum89781	K07407
Breviolum150727	K00548
Breviolum16178	K01082
Breviolum102692	K06630
Breviolum123507	K03798
Breviolum1718	K19413
Breviolum271428	K00434
Breviolum158371	K16465
Breviolum62253	K20899
Breviolum16214	K22684
Breviolum131454	K17341
Breviolum271441	K05643
Breviolum23506	K14411
Breviolum39713	K01209
Breviolum173301	K01539
Breviolum245691	K02427
Breviolum133255	K16273
Breviolum75189	K03579
Breviolum247867	K07937
Breviolum87477	K02471
Breviolum23057	K08287
Breviolum173477	K15502
Breviolum110473	K14567
Breviolum95313	K00485
Breviolum271772	K12132
Breviolum173203	K04794
Breviolum37307	K03686
Breviolum110526	K13123
Breviolum180724	K17609
Breviolum95934	K03033
Breviolum148867	K12813
Breviolum318350	K03978
Breviolum209504	K05665
Breviolum271281	K13758
Breviolum206534	K14785
Breviolum277430	K12618
Breviolum181740	K06180
Breviolum16211	K06258
Breviolum224182	K23257
Breviolum241643	K21989
Breviolum79834	K05906
Breviolum276351	K09513
Breviolum33207	K07277
Breviolum87446	K06002
Breviolum310392	K08794
Breviolum122957	K06901
Breviolum60378	K00655
Breviolum305465	K11170
Breviolum119833	K01845
Breviolum139882	K11594
Breviolum87351	K04885
Breviolum283126	K00703
Breviolum69163	K22372
Breviolum178856	K04444
Breviolum89173	K18598
Breviolum241081	K03250
Breviolum90604	K02183
Breviolum180072	K03439
Breviolum122696	K10643
Breviolum102189	K12132
Breviolum86642	K02183
Breviolum84389	K04851
Breviolum73244	K11826
Breviolum277297	K08596
Breviolum53569	K13293
Breviolum52619	K03859
Breviolum130052	K12393
Breviolum241856	K15666
Breviolum112863	K24427
Breviolum154081	K10661
Breviolum84864	K10380
Breviolum160420	K04739
Breviolum16161	K00078
Breviolum39359	K01807
Breviolum842	K20360
Breviolum93410	K24041
Breviolum17526	K08151
Breviolum94560	K13614
Breviolum147771	K21952
Breviolum42087	K01692
Breviolum133474	K14617
Breviolum272697	K04460
Breviolum134539	K14521
Breviolum69176	K20028
Breviolum311286	K11253
Breviolum129785	K01611
Breviolum80392	K18669
Breviolum18638	K11982
Breviolum76334	K04424
Breviolum272476	K01410
Breviolum274983	K00981
Breviolum132052	K02634
Breviolum179737	K25897
Breviolum85140	K15276
Breviolum82436	K09602
Breviolum207959	K20715
Breviolum59068	K01176
Breviolum278570	K03438
Breviolum274488	K00626
Breviolum103653	K18066
Breviolum238951	K02357
Breviolum15857	K10380
Breviolum277434	K08790
Breviolum241895	K04958
Breviolum187262	K05542
Breviolum281048	K09560
Breviolum139321	K11000
Breviolum280974	K16914
Breviolum158759	K17710
Breviolum238361	K14207
Breviolum106056	K07376
Breviolum255206	K20184
Breviolum242007	K18798
Breviolum49605	K01126
Breviolum149104	K17616
Breviolum101606	K10901
Breviolum57610	K08139
Breviolum276980	K18826
Breviolum207821	K04955
Breviolum271616	K24427
Breviolum78470	K19760
Breviolum15078	K01487
Breviolum173757	K03417
Breviolum306695	K06901
Breviolum45704	K00434
Breviolum80739	K01850
Breviolum37552	K13207
Breviolum41518	K22762
Breviolum84448	K01539
Breviolum104170	K04771
Breviolum57109	K09560
Breviolum145309	K00052
Breviolum44495	K01076
Breviolum189062	K18059
Breviolum57024	K15201
Breviolum106694	K02951
Breviolum238873	K03235
Breviolum210142	K20195
Breviolum274444	K20606
Breviolum58395	K01090
Breviolum5786	K24939
Breviolum115016	K06269
Breviolum64637	K14411
Breviolum179065	K00604
Breviolum206884	K03671
Breviolum51026	K05894
Breviolum212848	K25616
Breviolum249867	K16575
Breviolum158153	K02857
Breviolum127030	K08582
Breviolum271849	K10268
Breviolum20370	K13412
Breviolum30540	K18643
Breviolum291288	K03283
Breviolum141502	K05681
Breviolum67227	K04892
Breviolum219074	K11703
Breviolum289401	K17973
Breviolum69449	K17499
Breviolum152961	K20495
Breviolum310986	K01200
Breviolum243868	K11426
Breviolum116122	K23029
Breviolum121534	K08138
Breviolum95317	K01760
Breviolum273485	K01190
Breviolum177657	K11187
Breviolum124527	K25894
Breviolum78224	K00898
Breviolum88495	K15284
Breviolum76564	K04955
Breviolum113505	K14411
Breviolum120216	K02184
Breviolum229823	K10408
Breviolum242785	K02349
Breviolum136517	K07748
Breviolum21527	K11517
Breviolum38798	K00850
Breviolum74051	K04885
Breviolum110795	K12734
Breviolum242060	K01115
Breviolum72410	K10420
Breviolum76502	K18042
Breviolum24413	K19525
Breviolum173722	K10380
Breviolum17492	K23499
Breviolum102710	K05841
Breviolum130199	K06130
Breviolum89773	K01535
Breviolum109358	K09637
Breviolum216167	K14807
Breviolum84829	K24195
Breviolum279848	K10669
Breviolum67067	K13293
Breviolum15838	K10635
Breviolum204817	K01379
Breviolum204834	K01208
Breviolum136070	K03235
Breviolum181017	K01434
Breviolum13022	K15047
Breviolum58275	K01889
Breviolum16727	K12660
Breviolum27349	K01176
Breviolum90993	K13513
Breviolum109832	K07901
Breviolum69123	K00088
Breviolum108916	K09580
Breviolum148482	K02882
Breviolum208777	K17943
Breviolum130548	K01480
Breviolum79477	K00326
Breviolum75927	K03434
Breviolum86682	K01689
Breviolum92527	K00031
Breviolum159608	K12198
Breviolum239075	K00700
Breviolum205147	K25808
Breviolum206018	K08832
Breviolum177394	K08802
Breviolum73036	K12392
Breviolum20657	K08176
Breviolum44522	K01188
Breviolum110827	K00012
Breviolum100467	K19430
Breviolum28478	K00472
Breviolum15568	K11323
Breviolum49858	K15503
Breviolum172022	K01802
Breviolum76301	K12585
Breviolum140795	K10329
Breviolum206409	K11086
Breviolum51293	K17505
Breviolum272822	K00914
Breviolum76055	K06891
Breviolum156357	K16818
Breviolum176681	K00939
Breviolum241912	K03362
Breviolum83401	K00545
Breviolum123163	K10380
Breviolum66108	K08798
Breviolum143924	K01810
Breviolum107482	K03773
Breviolum69557	K10733
Breviolum212053	K20726
Breviolum55162	K07783
Breviolum19680	K01395
Breviolum57074	K09511
Breviolum73766	K01128
Breviolum21760	K00088
Breviolum241037	K11975
Breviolum71687	K01142
Breviolum10186	K06180
Breviolum285498	K14453
Breviolum34049	K03307
Breviolum32243	K06867
Breviolum84355	K02433
Breviolum127224	K14411
Breviolum244513	K08827
Breviolum82372	K00029
Breviolum238435	K11494
Breviolum278351	K03144
Breviolum119412	K03424
Breviolum158766	K03267
Breviolum238911	K04459
Breviolum308547	K00612
Breviolum83135	K12386
Breviolum115874	K08867
Breviolum108534	K04984
Breviolum54899	K20242
Breviolum91426	K03509
Breviolum79488	K10860
Breviolum243513	K21862
Breviolum280960	K14411
Breviolum91635	K09273
Breviolum57986	K01534
Breviolum317205	K08857
Breviolum183303	K22857
Breviolum305460	K10396
Breviolum284048	K24104
Breviolum144085	K14411
Breviolum93827	K04857
Breviolum5086	K20791
Breviolum283672	K04371
Breviolum38569	K06942
Breviolum84463	K24680
Breviolum124465	K14674
Breviolum121495	K03163
Breviolum238647	K07636
Breviolum81584	K03979
Breviolum58900	K12132
Breviolum121019	K13115
Breviolum19413	K04905
Breviolum272745	K07304
Breviolum176807	K03321
Breviolum103127	K14832
Breviolum158919	K03403
Breviolum210326	K01267
Breviolum117615	K13087
Breviolum47067	K05657
Breviolum44666	K02879
Breviolum82748	K17914
Breviolum112494	K03165
Breviolum58133	K10380
Breviolum84425	K18208
Breviolum87483	K18368
Breviolum62065	K01076
Breviolum46681	K21806
Breviolum72894	K13348
Breviolum12489	K18470
Breviolum74675	K08857
Breviolum120244	K14326
Breviolum103019	K10644
Breviolum204844	K17499
Breviolum118693	K00326
Breviolum136647	K19760
Breviolum151201	K16810
Breviolum211996	K02867
Breviolum290921	K01408
Breviolum55289	K00710
Breviolum52277	K18729
Breviolum137900	K10380
Breviolum171821	K04740
Breviolum22215	K10455
Breviolum39746	K07127
Breviolum80796	K15259
Breviolum175016	K06994
Breviolum16922	K12319
Breviolum275427	K00974
Breviolum57099	K08292
Breviolum12217	K03500
Breviolum134518	K13293
Breviolum16414	K13126
Breviolum271496	K10860
Breviolum176306	K06180
Breviolum104004	K09838
Breviolum172705	K18798
Breviolum101299	K09495
Breviolum305515	K12035
Breviolum238452	K23048
Breviolum50156	K03768
Breviolum273336	K03404
Breviolum150066	K24435
Breviolum48690	K03686
Breviolum53270	K01054
Breviolum88879	K07376
Breviolum24015	K01897
Breviolum284078	K01174
Breviolum276043	K04955
Breviolum22632	K06180
Breviolum90442	K20242
Breviolum84231	K23029
Breviolum117747	K08573
Breviolum245990	K07937
Breviolum138398	K02256
Breviolum166422	K01230
Breviolum78809	K10380
Breviolum310940	K06269
Breviolum172215	K16601
Breviolum216993	K06180
Breviolum58899	K13412
Breviolum47053	K00889
Breviolum241503	K00545
Breviolum6545	K01834
Breviolum23944	K14831
Breviolum205037	K03025
Breviolum143692	K25388
Breviolum75885	K24083
Breviolum115103	K01007
Breviolum15852	K14209
Breviolum156724	K25395
Breviolum16982	K04885
Breviolum273210	K14338
Breviolum86900	K04908
Breviolum39415	K01557
Breviolum16370	K13111
Breviolum96148	K06637
Breviolum65785	K00433
Breviolum205510	K09571
Breviolum106752	K10355
Breviolum95666	K24740
Breviolum69063	K03686
Breviolum243439	K02183
Breviolum69303	K01074
Breviolum87395	K04771
Breviolum91486	K00812
Breviolum45409	K21989
Breviolum60630	K11426
Breviolum83192	K06413
Breviolum156605	K00142
Breviolum121566	K02201
Breviolum104201	K02685
Breviolum84510	K19684
Breviolum281134	K00898
Breviolum133183	K01176
Breviolum48689	K16602
Breviolum47802	K20279
Breviolum22236	K00022
Breviolum77906	K03405
Breviolum31221	K07874
Breviolum131261	K20242
Breviolum30406	K16675
Breviolum210637	K01338
Breviolum252433	K00733
Breviolum280221	K11968
Breviolum105785	K09680
Breviolum277550	K01408
Breviolum239928	K00850
Breviolum206644	K24510
Breviolum73903	K10380
Breviolum242572	K20178
Breviolum105147	K08057
Breviolum40328	K19600
Breviolum175408	K21456
Breviolum16363	K03362
Breviolum208530	K17767
Breviolum37594	K22763
Breviolum242917	K13619
Breviolum150322	K24512
Breviolum24913	K03681
Breviolum211798	K09020
Breviolum64558	K25166
Breviolum30900	K19671
Breviolum57492	K10395
Breviolum137604	K08818
Breviolum160388	K10380
Breviolum120986	K24205
Breviolum177104	K01652
Breviolum75811	K08857
Breviolum65012	K03798
Breviolum272715	K10587
Breviolum162749	K18055
Breviolum43938	K03596
Breviolum274883	K04854
Breviolum251370	K12132
Breviolum82593	K21480
Breviolum97289	K11840
Breviolum83897	K20196
Breviolum3533	K18368
Breviolum148742	K15693
Breviolum61796	K00837
Breviolum15929	K13412
Breviolum58834	K14079
Breviolum109126	K13293
Breviolum75385	K09553
Breviolum18166	K12188
Breviolum18873	K04409
Breviolum104730	K11292
Breviolum239700	K01254
Breviolum143177	K15336
Breviolum86883	K09479
Breviolum16148	K12493
Breviolum56502	K03686
Breviolum12851	K04986
Breviolum87413	K21993
Breviolum310462	K14165
Breviolum33192	K20367
Breviolum32425	K18798
Breviolum275924	K06180
Breviolum237399	K01802
Breviolum242891	K14157
Breviolum74832	K24687
Breviolum291505	K09459
Breviolum65723	K13412
Breviolum212628	K11976
Breviolum24215	K09584
Breviolum94898	K00476
Breviolum205858	K08994
Breviolum75962	K15104
Breviolum148828	K00641
Breviolum171849	K10799
Breviolum85001	K13979
Breviolum63765	K02295
Breviolum32901	K22703
Breviolum132157	K07466
Breviolum11100	K13293
Breviolum55566	K05592
Breviolum206335	K14793
Breviolum73182	K17499
Breviolum274906	K11703
Breviolum308	K08151
Breviolum156257	K00020
Breviolum110555	K10457
Breviolum143702	K10398
Breviolum158111	K20028
Breviolum13810	K25388
Breviolum22640	K00515
Breviolum97412	K00933
Breviolum50143	K04834
Breviolum142711	K09592
Breviolum51431	K21440
Breviolum18306	K15378
Breviolum50058	K10799
Breviolum40639	K00059
Breviolum175120	K24483
Breviolum277107	K07074
Breviolum44290	K02183
Breviolum204987	K04421
Breviolum286448	K00476
Breviolum6491	K04371
Breviolum17665	K01517
Breviolum57943	K19755
Breviolum54195	K10899
Breviolum195463	K21804
Breviolum62310	K10380
Breviolum93007	K09540
Breviolum156689	K08835
Breviolum127665	K20196
Breviolum130640	K18622
Breviolum69953	K09578
Breviolum175745	K04885
Breviolum13259	K01250
Breviolum24878	K01265
Breviolum94819	K03164
Breviolum76878	K16487
Breviolum99629	K14413
Breviolum32229	K17592
Breviolum173719	K07376
Breviolum74322	K11972
Breviolum270742	K03307
Breviolum94663	K07890
Breviolum2852	K17065
Breviolum175174	K11407
Breviolum94796	K05849
Breviolum50147	K10746
Breviolum69838	K08245
Breviolum77132	K18798
Breviolum36392	K11753
Breviolum82510	K08585
Breviolum135920	K02356
Breviolum174062	K06130
Breviolum259979	K17892
Breviolum92614	K13291
Breviolum157689	K15109
Breviolum206747	K00163
Breviolum84815	K04857
Breviolum58060	K06173
Breviolum172803	K02183
Breviolum22316	K01103
Breviolum69750	K09560
Breviolum98416	K12856
Breviolum158224	K00286
Breviolum54740	K08565
Breviolum125694	K04856
Breviolum204685	K06641
Breviolum85295	K24942
Breviolum238889	K03169
Breviolum176407	K02708
Breviolum77878	K11412
Breviolum138900	K21421
Breviolum218981	K08762
Breviolum38877	K10860
Breviolum67593	K01803
Breviolum119843	K13184
Breviolum42608	K10393
Breviolum114907	K07937
Breviolum147249	K25897
Breviolum64302	K03327
Breviolum17047	K05656
Breviolum400	K08794
Breviolum16134	K00645
Breviolum278909	K25895
Breviolum272462	K01176
Breviolum142459	K01198
Breviolum57520	K25458
Breviolum111127	K03234
Breviolum46364	K03686
Breviolum6570	K10408
Breviolum177172	K16465
Breviolum6326	K11876
Breviolum18747	K09166
Breviolum0	K00434
Breviolum243570	K03675
Breviolum88960	K06119
Breviolum52868	K06047
Breviolum241870	K01358
Breviolum106514	K25899
Breviolum76945	K10392
Breviolum245377	K12624
Breviolum111855	K00939
Breviolum132104	K11152
Breviolum60039	K16900
Breviolum142137	K10392
Breviolum148963	K05632
Breviolum32794	K08582
Breviolum92084	K22763
Breviolum243441	K03798
Breviolum70126	K13953
Breviolum161050	K14016
Breviolum67201	K17508
Breviolum156502	K13507
Breviolum16306	K11426
Breviolum237471	K14782
Breviolum10493	K01867
Breviolum49504	K03267
Breviolum56611	K01057
Breviolum85067	K01379
Breviolum30885	K05662
Breviolum61932	K24205
Breviolum281043	K10398
Breviolum57163	K25894
Breviolum306099	K02146
Breviolum162715	K00472
Breviolum18866	K06178
Breviolum306014	K04730
Breviolum48536	K20279
Breviolum57731	K06636
Breviolum137541	K08794
Breviolum40116	K12132
Breviolum250685	K08150
Breviolum46317	K19656
Breviolum172289	K25192
Breviolum86231	K11494
Breviolum57467	K01648
Breviolum37840	K19002
Breviolum16347	K05016
Breviolum212236	K08958
Breviolum157266	K24956
Breviolum308059	K06221
Breviolum58670	K01379
Breviolum37873	K04345
Breviolum69644	K12661
Breviolum82019	K12389
Breviolum173828	K03564
Breviolum174143	K17821
Breviolum75354	K00612
Breviolum137482	K07376
Breviolum52861	K11863
Breviolum115964	K10394
Breviolum32974	K00545
Breviolum45611	K08850
Breviolum128463	K10380
Breviolum99333	K08582
Breviolum145742	K04908
Breviolum23575	K08582
Breviolum64701	K08957
Breviolum146583	K11187
Breviolum23806	K04371
Breviolum22230	K07151
Breviolum271691	K04957
Breviolum63912	K13984
Breviolum95999	K01180
Breviolum58351	K09592
Breviolum157244	K02471
Breviolum172316	K12430
Breviolum39602	K24759
